,Sumo__Plant__Influent1__T,Sumo__Plant__Influent__param__TCOD,Sumo__Plant__Influent1__param__TKN,Sumo__Plant__Influent1__param__TP,Sumo__Plant__Influent__param__Q
2022-03-05 05:00:00,13.84,730.0,76.0,8.4,514.089
2022-03-05 05:15:00,13.84,730.0,76.0,8.4,225.492
2022-03-05 05:30:00,13.84,730.0,76.0,8.4,101.613
2022-03-05 05:45:00,13.84,730.0,76.0,8.4,349.862
2022-03-05 06:00:00,13.84,730.0,76.0,8.4,120.238
2022-03-05 06:15:00,13.84,730.0,76.0,8.4,552.145
2022-03-05 06:30:00,13.84,730.0,76.0,8.4,57.0932
2022-03-05 06:45:00,13.84,730.0,76.0,8.4,163.104
2022-03-05 07:00:00,13.84,730.0,76.0,8.4,67.4571
2022-03-05 07:15:00,13.84,730.0,76.0,8.4,17.2732
2022-03-05 07:30:00,13.84,730.0,76.0,8.4,212.638
2022-03-05 07:45:00,13.84,730.0,76.0,8.4,372.851
2022-03-05 08:00:00,13.84,730.0,76.0,8.4,186.734
2022-03-05 08:15:00,13.84,730.0,76.0,8.4,601.633
2022-03-05 08:30:00,13.84,730.0,76.0,8.4,387.567
2022-03-05 08:45:00,13.84,730.0,76.0,8.4,665.537
2022-03-05 09:00:00,13.84,730.0,76.0,8.4,1228.74
2022-03-05 09:15:00,13.84,730.0,76.0,8.4,161.55
2022-03-05 09:30:00,13.84,730.0,76.0,8.4,1292.17
2022-03-05 09:45:00,13.84,730.0,76.0,8.4,697.496
2022-03-05 10:00:00,13.84,730.0,76.0,8.4,884.584
2022-03-05 10:15:00,13.84,730.0,76.0,8.4,1525.83
2022-03-05 10:30:00,13.84,730.0,76.0,8.4,1151.9
2022-03-05 10:45:00,13.84,730.0,76.0,8.4,1218.28
2022-03-05 11:00:00,13.84,730.0,76.0,8.4,668.971
2022-03-05 11:15:00,13.84,730.0,76.0,8.4,1531.65
2022-03-05 11:30:00,13.84,730.0,76.0,8.4,1060.42
2022-03-05 11:45:00,13.84,730.0,76.0,8.4,760.217
2022-03-05 12:00:00,13.84,730.0,76.0,8.4,1295.62
2022-03-05 12:15:00,13.84,730.0,76.0,8.4,810.745
2022-03-05 12:30:00,13.84,730.0,76.0,8.4,576.345
2022-03-05 12:45:00,13.84,730.0,76.0,8.4,1271.02
2022-03-05 13:00:00,13.84,730.0,76.0,8.4,441.212
2022-03-05 13:15:00,13.84,730.0,76.0,8.4,1251.98
2022-03-05 13:30:00,13.84,730.0,76.0,8.4,556.893
2022-03-05 13:45:00,13.84,730.0,76.0,8.4,1281.09
2022-03-05 14:00:00,13.84,730.0,76.0,8.4,1118.21
2022-03-05 14:15:00,13.84,730.0,76.0,8.4,782.69
2022-03-05 14:30:00,13.84,730.0,76.0,8.4,541.564
2022-03-05 14:45:00,13.84,730.0,76.0,8.4,817.935
2022-03-05 15:00:00,13.84,730.0,76.0,8.4,924.245
2022-03-05 15:15:00,13.84,730.0,76.0,8.4,702.254
2022-03-05 15:30:00,13.84,730.0,76.0,8.4,1118.43
2022-03-05 15:45:00,13.84,730.0,76.0,8.4,657.533
2022-03-05 16:00:00,13.84,730.0,76.0,8.4,689.769
2022-03-05 16:15:00,13.84,730.0,76.0,8.4,711.275
2022-03-05 16:30:00,13.84,730.0,76.0,8.4,593.631
2022-03-05 16:45:00,13.84,730.0,76.0,8.4,1148.43
2022-03-05 17:00:00,13.84,730.0,76.0,8.4,376.962
2022-03-05 17:15:00,13.84,730.0,76.0,8.4,615.698
2022-03-05 17:30:00,13.84,730.0,76.0,8.4,576.828
2022-03-05 17:45:00,13.84,730.0,76.0,8.4,324.468
2022-03-05 18:00:00,13.84,730.0,76.0,8.4,591.76
2022-03-05 18:15:00,13.84,730.0,76.0,8.4,558.575
2022-03-05 18:30:00,13.84,730.0,76.0,8.4,851.185
2022-03-05 18:45:00,13.84,730.0,76.0,8.4,792.459
2022-03-05 19:00:00,13.84,730.0,76.0,8.4,885.267
2022-03-05 19:15:00,13.84,730.0,76.0,8.4,811.258
2022-03-05 19:30:00,13.84,730.0,76.0,8.4,938.241
2022-03-05 19:45:00,13.84,730.0,76.0,8.4,553.887
2022-03-05 20:00:00,13.84,730.0,76.0,8.4,389.883
2022-03-05 20:15:00,13.84,730.0,76.0,8.4,488.688
2022-03-05 20:30:00,13.84,730.0,76.0,8.4,638.276
2022-03-05 20:45:00,13.84,730.0,76.0,8.4,958.245
2022-03-05 21:00:00,13.84,730.0,76.0,8.4,227.866
2022-03-05 21:15:00,13.84,730.0,76.0,8.4,506.819
2022-03-05 21:30:00,13.84,730.0,76.0,8.4,788.113
2022-03-05 21:45:00,13.84,730.0,76.0,8.4,288.038
2022-03-05 22:00:00,13.84,730.0,76.0,8.4,963.806
2022-03-05 22:15:00,13.84,730.0,76.0,8.4,877.491
2022-03-05 22:30:00,13.84,730.0,76.0,8.4,319.084
2022-03-05 22:45:00,13.84,730.0,76.0,8.4,424.64
2022-03-05 23:00:00,13.84,730.0,76.0,8.4,499.132
2022-03-05 23:15:00,13.84,730.0,76.0,8.4,170.501
2022-03-05 23:30:00,13.84,730.0,76.0,8.4,524.84
2022-03-05 23:45:00,13.84,730.0,76.0,8.4,234.958
2022-03-06 00:00:00,13.702,730.0,76.0,8.4,627.173
2022-03-06 00:15:00,13.702,730.0,76.0,8.4,188.626
2022-03-06 00:30:00,13.702,730.0,76.0,8.4,1006.12
2022-03-06 00:45:00,13.702,730.0,76.0,8.4,94.6395
2022-03-06 01:00:00,13.702,730.0,76.0,8.4,977.011
2022-03-06 01:15:00,13.702,730.0,76.0,8.4,2.57572
2022-03-06 01:30:00,13.702,730.0,76.0,8.4,349.258
2022-03-06 01:45:00,13.702,730.0,76.0,8.4,537.569
2022-03-06 02:00:00,13.702,730.0,76.0,8.4,197.537
2022-03-06 02:15:00,13.702,730.0,76.0,8.4,662.596
2022-03-06 02:30:00,13.702,730.0,76.0,8.4,722.277
2022-03-06 02:45:00,13.702,730.0,76.0,8.4,206.155
2022-03-06 03:00:00,13.702,730.0,76.0,8.4,347.338
2022-03-06 03:15:00,13.702,730.0,76.0,8.4,93.9712
2022-03-06 03:30:00,13.702,730.0,76.0,8.4,35.2178
2022-03-06 03:45:00,13.702,730.0,76.0,8.4,193.304
2022-03-06 04:00:00,13.702,730.0,76.0,8.4,111.427
2022-03-06 04:15:00,13.702,730.0,76.0,8.4,324.468
2022-03-06 04:30:00,13.702,730.0,76.0,8.4,34.6654
2022-03-06 04:45:00,13.702,730.0,76.0,8.4,318.12
2022-03-06 05:00:00,13.702,730.0,76.0,8.4,527.471
2022-03-06 05:15:00,13.702,730.0,76.0,8.4,69.0074
2022-03-06 05:30:00,13.702,730.0,76.0,8.4,213.425
2022-03-06 05:45:00,13.702,730.0,76.0,8.4,347.454
2022-03-06 06:00:00,13.702,730.0,76.0,8.4,15.3933
2022-03-06 06:15:00,13.702,730.0,76.0,8.4,309.718
2022-03-06 06:30:00,13.702,730.0,76.0,8.4,304.021
2022-03-06 06:45:00,13.702,730.0,76.0,8.4,399.908
2022-03-06 07:00:00,13.702,730.0,76.0,8.4,2.51469
2022-03-06 07:15:00,13.702,730.0,76.0,8.4,116.664
2022-03-06 07:30:00,13.702,730.0,76.0,8.4,206.717
2022-03-06 07:45:00,13.702,730.0,76.0,8.4,229.764
2022-03-06 08:00:00,13.702,730.0,76.0,8.4,40.8087
2022-03-06 08:15:00,13.702,730.0,76.0,8.4,718.846
2022-03-06 08:30:00,13.702,730.0,76.0,8.4,415.125
2022-03-06 08:45:00,13.702,730.0,76.0,8.4,304.72
2022-03-06 09:00:00,13.702,730.0,76.0,8.4,845.005
2022-03-06 09:15:00,13.702,730.0,76.0,8.4,694.551
2022-03-06 09:30:00,13.702,730.0,76.0,8.4,369.073
2022-03-06 09:45:00,13.702,730.0,76.0,8.4,583.59
2022-03-06 10:00:00,13.702,730.0,76.0,8.4,569.451
2022-03-06 10:15:00,13.702,730.0,76.0,8.4,570.126
2022-03-06 10:30:00,13.702,730.0,76.0,8.4,675.828
2022-03-06 10:45:00,13.702,730.0,76.0,8.4,1365.56
2022-03-06 11:00:00,13.702,730.0,76.0,8.4,1025.75
2022-03-06 11:15:00,13.702,730.0,76.0,8.4,1447.62
2022-03-06 11:30:00,13.702,730.0,76.0,8.4,1432.23
2022-03-06 11:45:00,13.702,730.0,76.0,8.4,1463.57
2022-03-06 12:00:00,13.702,730.0,76.0,8.4,1264.85
2022-03-06 12:15:00,13.702,730.0,76.0,8.4,1325.15
2022-03-06 12:30:00,13.702,730.0,76.0,8.4,1340.52
2022-03-06 12:45:00,13.702,730.0,76.0,8.4,914.22
2022-03-06 13:00:00,13.702,730.0,76.0,8.4,961.88
2022-03-06 13:15:00,13.702,730.0,76.0,8.4,666.05
2022-03-06 13:30:00,13.702,730.0,76.0,8.4,971.322
2022-03-06 13:45:00,13.702,730.0,76.0,8.4,1050.75
2022-03-06 14:00:00,13.702,730.0,76.0,8.4,546.59
2022-03-06 14:15:00,13.702,730.0,76.0,8.4,842.786
2022-03-06 14:30:00,13.702,730.0,76.0,8.4,363.378
2022-03-06 14:45:00,13.702,730.0,76.0,8.4,897.026
2022-03-06 15:00:00,13.702,730.0,76.0,8.4,734.185
2022-03-06 15:15:00,13.702,730.0,76.0,8.4,214.017
2022-03-06 15:30:00,13.702,730.0,76.0,8.4,471.476
2022-03-06 15:45:00,13.702,730.0,76.0,8.4,561.739
2022-03-06 16:00:00,13.702,730.0,76.0,8.4,1058.95
2022-03-06 16:15:00,13.702,730.0,76.0,8.4,1261.35
2022-03-06 16:30:00,13.702,730.0,76.0,8.4,1365.02
2022-03-06 16:45:00,13.702,730.0,76.0,8.4,1501.53
2022-03-06 17:00:00,13.702,730.0,76.0,8.4,781.057
2022-03-06 17:15:00,13.702,730.0,76.0,8.4,720.317
2022-03-06 17:30:00,13.702,730.0,76.0,8.4,448.417
2022-03-06 17:45:00,13.702,730.0,76.0,8.4,1249.82
2022-03-06 18:00:00,13.702,730.0,76.0,8.4,793.509
2022-03-06 18:15:00,13.702,730.0,76.0,8.4,714.415
2022-03-06 18:30:00,13.702,730.0,76.0,8.4,672.209
2022-03-06 18:45:00,13.702,730.0,76.0,8.4,763.903
2022-03-06 19:00:00,13.702,730.0,76.0,8.4,661.839
2022-03-06 19:15:00,13.702,730.0,76.0,8.4,427.304
2022-03-06 19:30:00,13.702,730.0,76.0,8.4,134.304
2022-03-06 19:45:00,13.702,730.0,76.0,8.4,1434.58
2022-03-06 20:00:00,13.702,730.0,76.0,8.4,1459.37
2022-03-06 20:15:00,13.702,730.0,76.0,8.4,862.989
2022-03-06 20:30:00,13.702,730.0,76.0,8.4,460.392
2022-03-06 20:45:00,13.702,730.0,76.0,8.4,260.124
2022-03-06 21:00:00,13.702,730.0,76.0,8.4,1150.48
2022-03-06 21:15:00,13.702,730.0,76.0,8.4,830.466
2022-03-06 21:30:00,13.702,730.0,76.0,8.4,497.81
2022-03-06 21:45:00,13.702,730.0,76.0,8.4,540.429
2022-03-06 22:00:00,13.702,730.0,76.0,8.4,1080.89
2022-03-06 22:15:00,13.702,730.0,76.0,8.4,341.314
2022-03-06 22:30:00,13.702,730.0,76.0,8.4,2.57572
2022-03-06 22:45:00,13.702,730.0,76.0,8.4,562.405
2022-03-06 23:00:00,13.702,730.0,76.0,8.4,785.19
2022-03-06 23:15:00,13.702,730.0,76.0,8.4,771.557
2022-03-06 23:30:00,13.702,730.0,76.0,8.4,179.464
2022-03-06 23:45:00,13.702,730.0,76.0,8.4,416.84
2022-03-07 00:00:00,13.714,820.0,79.0,8.8,412.769
2022-03-07 00:15:00,13.714,820.0,79.0,8.8,834.58
2022-03-07 00:30:00,13.714,820.0,79.0,8.8,501.936
2022-03-07 00:45:00,13.714,820.0,79.0,8.8,342.559
2022-03-07 01:00:00,13.714,820.0,79.0,8.8,210.056
2022-03-07 01:15:00,13.714,820.0,79.0,8.8,707.53
2022-03-07 01:30:00,13.714,820.0,79.0,8.8,210.639
2022-03-07 01:45:00,13.714,820.0,79.0,8.8,291.264
2022-03-07 02:00:00,13.714,820.0,79.0,8.8,223.963
2022-03-07 02:15:00,13.714,820.0,79.0,8.8,2.57572
2022-03-07 02:30:00,13.714,820.0,79.0,8.8,155.727
2022-03-07 02:45:00,13.714,820.0,79.0,8.8,656.797
2022-03-07 03:00:00,13.714,820.0,79.0,8.8,78.8586
2022-03-07 03:15:00,13.714,820.0,79.0,8.8,241.45
2022-03-07 03:30:00,13.714,820.0,79.0,8.8,396.454
2022-03-07 03:45:00,13.714,820.0,79.0,8.8,33.521
2022-03-07 04:00:00,13.714,820.0,79.0,8.8,696.672
2022-03-07 04:15:00,13.714,820.0,79.0,8.8,69.2027
2022-03-07 04:30:00,13.714,820.0,79.0,8.8,265.995
2022-03-07 04:45:00,13.714,820.0,79.0,8.8,616.931
2022-03-07 05:00:00,13.714,820.0,79.0,8.8,263.554
2022-03-07 05:15:00,13.714,820.0,79.0,8.8,90.4677
2022-03-07 05:30:00,13.714,820.0,79.0,8.8,328.74
2022-03-07 05:45:00,13.714,820.0,79.0,8.8,130.755
2022-03-07 06:00:00,13.714,820.0,79.0,8.8,217.105
2022-03-07 06:15:00,13.714,820.0,79.0,8.8,152.218
2022-03-07 06:30:00,13.714,820.0,79.0,8.8,172.39
2022-03-07 06:45:00,13.714,820.0,79.0,8.8,376.574
2022-03-07 07:00:00,13.714,820.0,79.0,8.8,85.069
2022-03-07 07:15:00,13.714,820.0,79.0,8.8,776.3
2022-03-07 07:30:00,13.714,820.0,79.0,8.8,842.469
2022-03-07 07:45:00,13.714,820.0,79.0,8.8,707.787
2022-03-07 08:00:00,13.714,820.0,79.0,8.8,978.176
2022-03-07 08:15:00,13.714,820.0,79.0,8.8,596.307
2022-03-07 08:30:00,13.714,820.0,79.0,8.8,800.146
2022-03-07 08:45:00,13.714,820.0,79.0,8.8,718.7
2022-03-07 09:00:00,13.714,820.0,79.0,8.8,1069.09
2022-03-07 09:15:00,13.714,820.0,79.0,8.8,514.491
2022-03-07 09:30:00,13.714,820.0,79.0,8.8,550.286
2022-03-07 09:45:00,13.714,820.0,79.0,8.8,971.301
2022-03-07 10:00:00,13.714,820.0,79.0,8.8,643.934
2022-03-07 10:15:00,13.714,820.0,79.0,8.8,824.524
2022-03-07 10:30:00,13.714,820.0,79.0,8.8,717.992
2022-03-07 10:45:00,13.714,820.0,79.0,8.8,1431.8
2022-03-07 11:00:00,13.714,820.0,79.0,8.8,1168.52
2022-03-07 11:15:00,13.714,820.0,79.0,8.8,269.99
2022-03-07 11:30:00,13.714,820.0,79.0,8.8,128.45
2022-03-07 11:45:00,13.714,820.0,79.0,8.8,95.4849
2022-03-07 12:00:00,13.714,820.0,79.0,8.8,1283.5
2022-03-07 12:15:00,13.714,820.0,79.0,8.8,733.892
2022-03-07 12:30:00,13.714,820.0,79.0,8.8,897.197
2022-03-07 12:45:00,13.714,820.0,79.0,8.8,877.488
2022-03-07 13:00:00,13.714,820.0,79.0,8.8,890.211
2022-03-07 13:15:00,13.714,820.0,79.0,8.8,1485.48
2022-03-07 13:30:00,13.714,820.0,79.0,8.8,1504.38
2022-03-07 13:45:00,13.714,820.0,79.0,8.8,839.078
2022-03-07 14:00:00,13.714,820.0,79.0,8.8,824.982
2022-03-07 14:15:00,13.714,820.0,79.0,8.8,599.35
2022-03-07 14:30:00,13.714,820.0,79.0,8.8,596.912
2022-03-07 14:45:00,13.714,820.0,79.0,8.8,846.375
2022-03-07 15:00:00,13.714,820.0,79.0,8.8,738.161
2022-03-07 15:15:00,13.714,820.0,79.0,8.8,923.507
2022-03-07 15:30:00,13.714,820.0,79.0,8.8,771.167
2022-03-07 15:45:00,13.714,820.0,79.0,8.8,542.956
2022-03-07 16:00:00,13.714,820.0,79.0,8.8,1441.35
2022-03-07 16:15:00,13.714,820.0,79.0,8.8,471.58
2022-03-07 16:30:00,13.714,820.0,79.0,8.8,184.598
2022-03-07 16:45:00,13.714,820.0,79.0,8.8,558.795
2022-03-07 17:00:00,13.714,820.0,79.0,8.8,618.418
2022-03-07 17:15:00,13.714,820.0,79.0,8.8,176.355
2022-03-07 17:30:00,13.714,820.0,79.0,8.8,279.368
2022-03-07 17:45:00,13.714,820.0,79.0,8.8,803.766
2022-03-07 18:00:00,13.714,820.0,79.0,8.8,166.384
2022-03-07 18:15:00,13.714,820.0,79.0,8.8,547.668
2022-03-07 18:30:00,13.714,820.0,79.0,8.8,347.955
2022-03-07 18:45:00,13.714,820.0,79.0,8.8,1078.95
2022-03-07 19:00:00,13.714,820.0,79.0,8.8,983.764
2022-03-07 19:15:00,13.714,820.0,79.0,8.8,851.16
2022-03-07 19:30:00,13.714,820.0,79.0,8.8,1154.15
2022-03-07 19:45:00,13.714,820.0,79.0,8.8,778.442
2022-03-07 20:00:00,13.714,820.0,79.0,8.8,682.637
2022-03-07 20:15:00,13.714,820.0,79.0,8.8,598.441
2022-03-07 20:30:00,13.714,820.0,79.0,8.8,623.462
2022-03-07 20:45:00,13.714,820.0,79.0,8.8,586.954
2022-03-07 21:00:00,13.714,820.0,79.0,8.8,921.092
2022-03-07 21:15:00,13.714,820.0,79.0,8.8,436.533
2022-03-07 21:30:00,13.714,820.0,79.0,8.8,875.172
2022-03-07 21:45:00,13.714,820.0,79.0,8.8,361.166
2022-03-07 22:00:00,13.714,820.0,79.0,8.8,651.289
2022-03-07 22:15:00,13.714,820.0,79.0,8.8,1501.97
2022-03-07 22:30:00,13.714,820.0,79.0,8.8,709.606
2022-03-07 22:45:00,13.714,820.0,79.0,8.8,335.161
2022-03-07 23:00:00,13.714,820.0,79.0,8.8,464.167
2022-03-07 23:15:00,13.714,820.0,79.0,8.8,814.804
2022-03-07 23:30:00,13.714,820.0,79.0,8.8,236.564
2022-03-07 23:45:00,13.714,820.0,79.0,8.8,304.579
2022-03-08 00:00:00,13.631,820.0,79.0,8.8,155.59
2022-03-08 00:15:00,13.631,820.0,79.0,8.8,529.891
2022-03-08 00:30:00,13.631,820.0,79.0,8.8,578.195
2022-03-08 00:45:00,13.631,820.0,79.0,8.8,1205.36
2022-03-08 01:00:00,13.631,820.0,79.0,8.8,580.139
2022-03-08 01:15:00,13.631,820.0,79.0,8.8,112.95
2022-03-08 01:30:00,13.631,820.0,79.0,8.8,128.347
2022-03-08 01:45:00,13.631,820.0,79.0,8.8,224.329
2022-03-08 02:00:00,13.631,820.0,79.0,8.8,1005.15
2022-03-08 02:15:00,13.631,820.0,79.0,8.8,280.314
2022-03-08 02:30:00,13.631,820.0,79.0,8.8,69.3187
2022-03-08 02:45:00,13.631,820.0,79.0,8.8,335.973
2022-03-08 03:00:00,13.631,820.0,79.0,8.8,182.11
2022-03-08 03:15:00,13.631,820.0,79.0,8.8,406.766
2022-03-08 03:30:00,13.631,820.0,79.0,8.8,433.722
2022-03-08 03:45:00,13.631,820.0,79.0,8.8,159.216
2022-03-08 04:00:00,13.631,820.0,79.0,8.8,77.6501
2022-03-08 04:15:00,13.631,820.0,79.0,8.8,451.96
2022-03-08 04:30:00,13.631,820.0,79.0,8.8,672.398
2022-03-08 04:45:00,13.631,820.0,79.0,8.8,225.492
2022-03-08 05:00:00,13.631,820.0,79.0,8.8,111.534
2022-03-08 05:15:00,13.631,820.0,79.0,8.8,67.1153
2022-03-08 05:30:00,13.631,820.0,79.0,8.8,267.372
2022-03-08 05:45:00,13.631,820.0,79.0,8.8,104.796
2022-03-08 06:00:00,13.631,820.0,79.0,8.8,229.026
2022-03-08 06:15:00,13.631,820.0,79.0,8.8,863.108
2022-03-08 06:30:00,13.631,820.0,79.0,8.8,421.387
2022-03-08 06:45:00,13.631,820.0,79.0,8.8,717.186
2022-03-08 07:00:00,13.631,820.0,79.0,8.8,841.532
2022-03-08 07:15:00,13.631,820.0,79.0,8.8,429.584
2022-03-08 07:30:00,13.631,820.0,79.0,8.8,1171.4
2022-03-08 07:45:00,13.631,820.0,79.0,8.8,225.623
2022-03-08 08:00:00,13.631,820.0,79.0,8.8,681.73
2022-03-08 08:15:00,13.631,820.0,79.0,8.8,853.324
2022-03-08 08:30:00,13.631,820.0,79.0,8.8,711.864
2022-03-08 08:45:00,13.631,820.0,79.0,8.8,1129.3
2022-03-08 09:00:00,13.631,820.0,79.0,8.8,1022.6
2022-03-08 09:15:00,13.631,820.0,79.0,8.8,970.437
2022-03-08 09:30:00,13.631,820.0,79.0,8.8,453.611
2022-03-08 09:45:00,13.631,820.0,79.0,8.8,945.33
2022-03-08 10:00:00,13.631,820.0,79.0,8.8,445.341
2022-03-08 10:15:00,13.631,820.0,79.0,8.8,592.337
2022-03-08 10:30:00,13.631,820.0,79.0,8.8,1436.87
2022-03-08 10:45:00,13.631,820.0,79.0,8.8,677.507
2022-03-08 11:00:00,13.631,820.0,79.0,8.8,538.448
2022-03-08 11:15:00,13.631,820.0,79.0,8.8,1120.56
2022-03-08 11:30:00,13.631,820.0,79.0,8.8,605.664
2022-03-08 11:45:00,13.631,820.0,79.0,8.8,577.197
2022-03-08 12:00:00,13.631,820.0,79.0,8.8,837.745
2022-03-08 12:15:00,13.631,820.0,79.0,8.8,753.619
2022-03-08 12:30:00,13.631,820.0,79.0,8.8,626.139
2022-03-08 12:45:00,13.631,820.0,79.0,8.8,867.216
2022-03-08 13:00:00,13.631,820.0,79.0,8.8,639.036
2022-03-08 13:15:00,13.631,820.0,79.0,8.8,819.532
2022-03-08 13:30:00,13.631,820.0,79.0,8.8,610.593
2022-03-08 13:45:00,13.631,820.0,79.0,8.8,237.324
2022-03-08 14:00:00,13.631,820.0,79.0,8.8,984.408
2022-03-08 14:15:00,13.631,820.0,79.0,8.8,705.418
2022-03-08 14:30:00,13.631,820.0,79.0,8.8,808.862
2022-03-08 14:45:00,13.631,820.0,79.0,8.8,265.657
2022-03-08 15:00:00,13.631,820.0,79.0,8.8,323.085
2022-03-08 15:15:00,13.631,820.0,79.0,8.8,934.661
2022-03-08 15:30:00,13.631,820.0,79.0,8.8,314.867
2022-03-08 15:45:00,13.631,820.0,79.0,8.8,157.858
2022-03-08 16:00:00,13.631,820.0,79.0,8.8,1014.96
2022-03-08 16:15:00,13.631,820.0,79.0,8.8,243.714
2022-03-08 16:30:00,13.631,820.0,79.0,8.8,342.321
2022-03-08 16:45:00,13.631,820.0,79.0,8.8,816.117
2022-03-08 17:00:00,13.631,820.0,79.0,8.8,1137.85
2022-03-08 17:15:00,13.631,820.0,79.0,8.8,569.079
2022-03-08 17:30:00,13.631,820.0,79.0,8.8,1072.75
2022-03-08 17:45:00,13.631,820.0,79.0,8.8,364.392
2022-03-08 18:00:00,13.631,820.0,79.0,8.8,949.337
2022-03-08 18:15:00,13.631,820.0,79.0,8.8,798.163
2022-03-08 18:30:00,13.631,820.0,79.0,8.8,430.756
2022-03-08 18:45:00,13.631,820.0,79.0,8.8,417.566
2022-03-08 19:00:00,13.631,820.0,79.0,8.8,359.368
2022-03-08 19:15:00,13.631,820.0,79.0,8.8,695.515
2022-03-08 19:30:00,13.631,820.0,79.0,8.8,434.095
2022-03-08 19:45:00,13.631,820.0,79.0,8.8,148.168
2022-03-08 20:00:00,13.631,820.0,79.0,8.8,601.08
2022-03-08 20:15:00,13.631,820.0,79.0,8.8,1133.29
2022-03-08 20:30:00,13.631,820.0,79.0,8.8,767.864
2022-03-08 20:45:00,13.631,820.0,79.0,8.8,695.061
2022-03-08 21:00:00,13.631,820.0,79.0,8.8,1023.37
2022-03-08 21:15:00,13.631,820.0,79.0,8.8,720.082
2022-03-08 21:30:00,13.631,820.0,79.0,8.8,794.162
2022-03-08 21:45:00,13.631,820.0,79.0,8.8,460.499
2022-03-08 22:00:00,13.631,820.0,79.0,8.8,953.246
2022-03-08 22:15:00,13.631,820.0,79.0,8.8,800.363
2022-03-08 22:30:00,13.631,820.0,79.0,8.8,1465.88
2022-03-08 22:45:00,13.631,820.0,79.0,8.8,639.457
2022-03-08 23:00:00,13.631,820.0,79.0,8.8,212.686
2022-03-08 23:15:00,13.631,820.0,79.0,8.8,279.518
2022-03-08 23:30:00,13.631,820.0,79.0,8.8,1000.78
2022-03-08 23:45:00,13.631,820.0,79.0,8.8,295.625
2022-03-09 00:00:00,13.826,820.0,79.0,8.8,692.226
2022-03-09 00:15:00,13.826,820.0,79.0,8.8,454.514
2022-03-09 00:30:00,13.826,820.0,79.0,8.8,448.188
2022-03-09 00:45:00,13.826,820.0,79.0,8.8,62.5742
2022-03-09 01:00:00,13.826,820.0,79.0,8.8,372.662
2022-03-09 01:15:00,13.826,820.0,79.0,8.8,204.584
2022-03-09 01:30:00,13.826,820.0,79.0,8.8,164.468
2022-03-09 01:45:00,13.826,820.0,79.0,8.8,330.517
2022-03-09 02:00:00,13.826,820.0,79.0,8.8,704.06
2022-03-09 02:15:00,13.826,820.0,79.0,8.8,360.699
2022-03-09 02:30:00,13.826,820.0,79.0,8.8,150.637
2022-03-09 02:45:00,13.826,820.0,79.0,8.8,92.9793
2022-03-09 03:00:00,13.826,820.0,79.0,8.8,305.071
2022-03-09 03:15:00,13.826,820.0,79.0,8.8,46.2776
2022-03-09 03:30:00,13.826,820.0,79.0,8.8,565.228
2022-03-09 03:45:00,13.826,820.0,79.0,8.8,407.416
2022-03-09 04:00:00,13.826,820.0,79.0,8.8,119.435
2022-03-09 04:15:00,13.826,820.0,79.0,8.8,315.496
2022-03-09 04:30:00,13.826,820.0,79.0,8.8,269.572
2022-03-09 04:45:00,13.826,820.0,79.0,8.8,413.651
2022-03-09 05:00:00,13.826,820.0,79.0,8.8,361.26
2022-03-09 05:15:00,13.826,820.0,79.0,8.8,428.901
2022-03-09 05:30:00,13.826,820.0,79.0,8.8,689.451
2022-03-09 05:45:00,13.826,820.0,79.0,8.8,412.641
2022-03-09 06:00:00,13.826,820.0,79.0,8.8,2.51469
2022-03-09 06:15:00,13.826,820.0,79.0,8.8,73.4997
2022-03-09 06:30:00,13.826,820.0,79.0,8.8,559.384
2022-03-09 06:45:00,13.826,820.0,79.0,8.8,628.846
2022-03-09 07:00:00,13.826,820.0,79.0,8.8,282.286
2022-03-09 07:15:00,13.826,820.0,79.0,8.8,670.994
2022-03-09 07:30:00,13.826,820.0,79.0,8.8,499.373
2022-03-09 07:45:00,13.826,820.0,79.0,8.8,561.202
2022-03-09 08:00:00,13.826,820.0,79.0,8.8,317.632
2022-03-09 08:15:00,13.826,820.0,79.0,8.8,961.27
2022-03-09 08:30:00,13.826,820.0,79.0,8.8,458.781
2022-03-09 08:45:00,13.826,820.0,79.0,8.8,905.946
2022-03-09 09:00:00,13.826,820.0,79.0,8.8,1565.31
2022-03-09 09:15:00,13.826,820.0,79.0,8.8,355.55
2022-03-09 09:30:00,13.826,820.0,79.0,8.8,793.323
2022-03-09 09:45:00,13.826,820.0,79.0,8.8,948.238
2022-03-09 10:00:00,13.826,820.0,79.0,8.8,291.383
2022-03-09 10:15:00,13.826,820.0,79.0,8.8,737.404
2022-03-09 10:30:00,13.826,820.0,79.0,8.8,733.983
2022-03-09 10:45:00,13.826,820.0,79.0,8.8,664.54
2022-03-09 11:00:00,13.826,820.0,79.0,8.8,1219.61
2022-03-09 11:15:00,13.826,820.0,79.0,8.8,932.72
2022-03-09 11:30:00,13.826,820.0,79.0,8.8,1017.42
2022-03-09 11:45:00,13.826,820.0,79.0,8.8,523.647
2022-03-09 12:00:00,13.826,820.0,79.0,8.8,709.642
2022-03-09 12:15:00,13.826,820.0,79.0,8.8,659.879
2022-03-09 12:30:00,13.826,820.0,79.0,8.8,453.73
2022-03-09 12:45:00,13.826,820.0,79.0,8.8,1109.74
2022-03-09 13:00:00,13.826,820.0,79.0,8.8,670.353
2022-03-09 13:15:00,13.826,820.0,79.0,8.8,573.178
