,Sumo__Plant__Influent1__T,Sumo__Plant__Influent__param__TCOD,Sumo__Plant__Influent1__param__TKN,Sumo__Plant__Influent1__param__TP,Sumo__Plant__Influent__param__Q
2022-03-09 13:30:00,13.826,820.0,79.0,8.8,590.231
2022-03-09 13:45:00,13.826,820.0,79.0,8.8,741.076
2022-03-09 14:00:00,13.826,820.0,79.0,8.8,240.565
2022-03-09 14:15:00,13.826,820.0,79.0,8.8,1114.72
2022-03-09 14:30:00,13.826,820.0,79.0,8.8,971.64
2022-03-09 14:45:00,13.826,820.0,79.0,8.8,887.669
2022-03-09 15:00:00,13.826,820.0,79.0,8.8,741.366
2022-03-09 15:15:00,13.826,820.0,79.0,8.8,810.712
2022-03-09 15:30:00,13.826,820.0,79.0,8.8,914.528
2022-03-09 15:45:00,13.826,820.0,79.0,8.8,1100.27
2022-03-09 16:00:00,13.826,820.0,79.0,8.8,637.791
2022-03-09 16:15:00,13.826,820.0,79.0,8.8,539.925
2022-03-09 16:30:00,13.826,820.0,79.0,8.8,546.31
2022-03-09 16:45:00,13.826,820.0,79.0,8.8,683.369
2022-03-09 17:00:00,13.826,820.0,79.0,8.8,697.935
2022-03-09 17:15:00,13.826,820.0,79.0,8.8,989.508
2022-03-09 17:30:00,13.826,820.0,79.0,8.8,383.679
2022-03-09 17:45:00,13.826,820.0,79.0,8.8,1021.99
2022-03-09 18:00:00,13.826,820.0,79.0,8.8,57.1054
2022-03-09 18:15:00,13.826,820.0,79.0,8.8,624.601
2022-03-09 18:30:00,13.826,820.0,79.0,8.8,197.635
2022-03-09 18:45:00,13.826,820.0,79.0,8.8,217.975
2022-03-09 19:00:00,13.826,820.0,79.0,8.8,227.881
2022-03-09 19:15:00,13.826,820.0,79.0,8.8,734.121
2022-03-09 19:30:00,13.826,820.0,79.0,8.8,714.061
2022-03-09 19:45:00,13.826,820.0,79.0,8.8,951.504
2022-03-09 20:00:00,13.826,820.0,79.0,8.8,192.587
2022-03-09 20:15:00,13.826,820.0,79.0,8.8,567.95
2022-03-09 20:30:00,13.826,820.0,79.0,8.8,840.989
2022-03-09 20:45:00,13.826,820.0,79.0,8.8,923.458
2022-03-09 21:00:00,13.826,820.0,79.0,8.8,978.247
2022-03-09 21:15:00,13.826,820.0,79.0,8.8,414.914
2022-03-09 21:30:00,13.826,820.0,79.0,8.8,1155.96
2022-03-09 21:45:00,13.826,820.0,79.0,8.8,504.613
2022-03-09 22:00:00,13.826,820.0,79.0,8.8,564.529
2022-03-09 22:15:00,13.826,820.0,79.0,8.8,121.413
2022-03-09 22:30:00,13.826,820.0,79.0,8.8,720.101
2022-03-09 22:45:00,13.826,820.0,79.0,8.8,1201.0
2022-03-09 23:00:00,13.826,820.0,79.0,8.8,844.147
2022-03-09 23:15:00,13.826,820.0,79.0,8.8,307.234
2022-03-09 23:30:00,13.826,820.0,79.0,8.8,354.62
2022-03-09 23:45:00,13.826,820.0,79.0,8.8,1009.11
2022-03-10 00:00:00,14.124,820.0,79.0,8.8,582.596
2022-03-10 00:15:00,14.124,820.0,79.0,8.8,188.537
2022-03-10 00:30:00,14.124,820.0,79.0,8.8,65.9617
2022-03-10 00:45:00,14.124,820.0,79.0,8.8,287.623
2022-03-10 01:00:00,14.124,820.0,79.0,8.8,511.742
2022-03-10 01:15:00,14.124,820.0,79.0,8.8,41.4099
2022-03-10 01:30:00,14.124,820.0,79.0,8.8,393.466
2022-03-10 01:45:00,14.124,820.0,79.0,8.8,178.625
2022-03-10 02:00:00,14.124,820.0,79.0,8.8,340.093
2022-03-10 02:15:00,14.124,820.0,79.0,8.8,504.979
2022-03-10 02:30:00,14.124,820.0,79.0,8.8,439.884
2022-03-10 02:45:00,14.124,820.0,79.0,8.8,79.06
2022-03-10 03:00:00,14.124,820.0,79.0,8.8,239.17
2022-03-10 03:15:00,14.124,820.0,79.0,8.8,166.656
2022-03-10 03:30:00,14.124,820.0,79.0,8.8,320.317
2022-03-10 03:45:00,14.124,820.0,79.0,8.8,2.57572
2022-03-10 04:00:00,14.124,820.0,79.0,8.8,170.669
2022-03-10 04:15:00,14.124,820.0,79.0,8.8,191.18
2022-03-10 04:30:00,14.124,820.0,79.0,8.8,2.57572
2022-03-10 04:45:00,14.124,820.0,79.0,8.8,153.451
2022-03-10 05:00:00,14.124,820.0,79.0,8.8,75.9991
2022-03-10 05:15:00,14.124,820.0,79.0,8.8,167.459
2022-03-10 05:30:00,14.124,820.0,79.0,8.8,495.192
2022-03-10 05:45:00,14.124,820.0,79.0,8.8,2.51469
2022-03-10 06:00:00,14.124,820.0,79.0,8.8,616.382
2022-03-10 06:15:00,14.124,820.0,79.0,8.8,21.7777
2022-03-10 06:30:00,14.124,820.0,79.0,8.8,25.7084
2022-03-10 06:45:00,14.124,820.0,79.0,8.8,2.51469
2022-03-10 07:00:00,14.124,820.0,79.0,8.8,228.574
2022-03-10 07:15:00,14.124,820.0,79.0,8.8,387.683
2022-03-10 07:30:00,14.124,820.0,79.0,8.8,520.452
2022-03-10 07:45:00,14.124,820.0,79.0,8.8,138.421
2022-03-10 08:00:00,14.124,820.0,79.0,8.8,692.396
2022-03-10 08:15:00,14.124,820.0,79.0,8.8,891.569
2022-03-10 08:30:00,14.124,820.0,79.0,8.8,624.518
2022-03-10 08:45:00,14.124,820.0,79.0,8.8,506.831
2022-03-10 09:00:00,14.124,820.0,79.0,8.8,350.329
2022-03-10 09:15:00,14.124,820.0,79.0,8.8,471.467
2022-03-10 09:30:00,14.124,820.0,79.0,8.8,900.679
2022-03-10 09:45:00,14.124,820.0,79.0,8.8,379.684
2022-03-10 10:00:00,14.124,820.0,79.0,8.8,937.148
2022-03-10 10:15:00,14.124,820.0,79.0,8.8,740.169
2022-03-10 10:30:00,14.124,820.0,79.0,8.8,896.681
2022-03-10 10:45:00,14.124,820.0,79.0,8.8,489.323
2022-03-10 11:00:00,14.124,820.0,79.0,8.8,851.295
2022-03-10 11:15:00,14.124,820.0,79.0,8.8,431.611
2022-03-10 11:30:00,14.124,820.0,79.0,8.8,807.095
2022-03-10 11:45:00,14.124,820.0,79.0,8.8,1179.3
2022-03-10 12:00:00,14.124,820.0,79.0,8.8,1458.24
2022-03-10 12:15:00,14.124,820.0,79.0,8.8,1202.13
2022-03-10 12:30:00,14.124,820.0,79.0,8.8,1121.1
2022-03-10 12:45:00,14.124,820.0,79.0,8.8,493.532
2022-03-10 13:00:00,14.124,820.0,79.0,8.8,503.279
2022-03-10 13:15:00,14.124,820.0,79.0,8.8,1258.21
2022-03-10 13:30:00,14.124,820.0,79.0,8.8,838.553
2022-03-10 13:45:00,14.124,820.0,79.0,8.8,138.561
2022-03-10 14:00:00,14.124,820.0,79.0,8.8,579.791
2022-03-10 14:15:00,14.124,820.0,79.0,8.8,709.944
2022-03-10 14:30:00,14.124,820.0,79.0,8.8,267.17
2022-03-10 14:45:00,14.124,820.0,79.0,8.8,597.852
2022-03-10 15:00:00,14.124,820.0,79.0,8.8,675.532
2022-03-10 15:15:00,14.124,820.0,79.0,8.8,861.607
2022-03-10 15:30:00,14.124,820.0,79.0,8.8,426.096
2022-03-10 15:45:00,14.124,820.0,79.0,8.8,392.764
2022-03-10 16:00:00,14.124,820.0,79.0,8.8,948.165
2022-03-10 16:15:00,14.124,820.0,79.0,8.8,921.221
2022-03-10 16:30:00,14.124,820.0,79.0,8.8,1096.0
2022-03-10 16:45:00,14.124,820.0,79.0,8.8,429.139
2022-03-10 17:00:00,14.124,820.0,79.0,8.8,848.542
2022-03-10 17:15:00,14.124,820.0,79.0,8.8,774.691
2022-03-10 17:30:00,14.124,820.0,79.0,8.8,284.614
2022-03-10 17:45:00,14.124,820.0,79.0,8.8,627.918
2022-03-10 18:00:00,14.124,820.0,79.0,8.8,209.671
2022-03-10 18:15:00,14.124,820.0,79.0,8.8,764.279
2022-03-10 18:30:00,14.124,820.0,79.0,8.8,126.098
2022-03-10 18:45:00,14.124,820.0,79.0,8.8,450.501
2022-03-10 19:00:00,14.124,820.0,79.0,8.8,519.805
2022-03-10 19:15:00,14.124,820.0,79.0,8.8,811.081
2022-03-10 19:30:00,14.124,820.0,79.0,8.8,574.35
2022-03-10 19:45:00,14.124,820.0,79.0,8.8,212.418
2022-03-10 20:00:00,14.124,820.0,79.0,8.8,1059.76
2022-03-10 20:15:00,14.124,820.0,79.0,8.8,221.268
2022-03-10 20:30:00,14.124,820.0,79.0,8.8,358.059
2022-03-10 20:45:00,14.124,820.0,79.0,8.8,489.573
2022-03-10 21:00:00,14.124,820.0,79.0,8.8,758.422
2022-03-10 21:15:00,14.124,820.0,79.0,8.8,984.091
2022-03-10 21:30:00,14.124,820.0,79.0,8.8,482.335
2022-03-10 21:45:00,14.124,820.0,79.0,8.8,266.85
2022-03-10 22:00:00,14.124,820.0,79.0,8.8,839.429
2022-03-10 22:15:00,14.124,820.0,79.0,8.8,182.669
2022-03-10 22:30:00,14.124,820.0,79.0,8.8,640.598
2022-03-10 22:45:00,14.124,820.0,79.0,8.8,196.573
2022-03-10 23:00:00,14.124,820.0,79.0,8.8,579.928
2022-03-10 23:15:00,14.124,820.0,79.0,8.8,671.0
2022-03-10 23:30:00,14.124,820.0,79.0,8.8,940.182
2022-03-10 23:45:00,14.124,820.0,79.0,8.8,1022.02
2022-03-11 00:00:00,14.249,760.0,78.0,9.6,945.992
2022-03-11 00:15:00,14.249,760.0,78.0,9.6,666.987
2022-03-11 00:30:00,14.249,760.0,78.0,9.6,336.144
2022-03-11 00:45:00,14.249,760.0,78.0,9.6,662.483
2022-03-11 01:00:00,14.249,760.0,78.0,9.6,341.308
2022-03-11 01:15:00,14.249,760.0,78.0,9.6,537.664
2022-03-11 01:30:00,14.249,760.0,78.0,9.6,409.564
2022-03-11 01:45:00,14.249,760.0,78.0,9.6,355.706
2022-03-11 02:00:00,14.249,760.0,78.0,9.6,346.142
2022-03-11 02:15:00,14.249,760.0,78.0,9.6,456.104
2022-03-11 02:30:00,14.249,760.0,78.0,9.6,371.038
2022-03-11 02:45:00,14.249,760.0,78.0,9.6,2.57572
2022-03-11 03:00:00,14.249,760.0,78.0,9.6,969.622
2022-03-11 03:15:00,14.249,760.0,78.0,9.6,313.628
2022-03-11 03:30:00,14.249,760.0,78.0,9.6,117.784
2022-03-11 03:45:00,14.249,760.0,78.0,9.6,82.5086
2022-03-11 04:00:00,14.249,760.0,78.0,9.6,104.848
2022-03-11 04:15:00,14.249,760.0,78.0,9.6,251.67
2022-03-11 04:30:00,14.249,760.0,78.0,9.6,606.326
2022-03-11 04:45:00,14.249,760.0,78.0,9.6,577.42
2022-03-11 05:00:00,14.249,760.0,78.0,9.6,171.041
2022-03-11 05:15:00,14.249,760.0,78.0,9.6,506.783
2022-03-11 05:30:00,14.249,760.0,78.0,9.6,538.991
2022-03-11 05:45:00,14.249,760.0,78.0,9.6,635.337
2022-03-11 06:00:00,14.249,760.0,78.0,9.6,294.853
2022-03-11 06:15:00,14.249,760.0,78.0,9.6,415.717
2022-03-11 06:30:00,14.249,760.0,78.0,9.6,580.111
2022-03-11 06:45:00,14.249,760.0,78.0,9.6,314.189
2022-03-11 07:00:00,14.249,760.0,78.0,9.6,462.223
2022-03-11 07:15:00,14.249,760.0,78.0,9.6,966.723
2022-03-11 07:30:00,14.249,760.0,78.0,9.6,211.661
2022-03-11 07:45:00,14.249,760.0,78.0,9.6,629.783
2022-03-11 08:00:00,14.249,760.0,78.0,9.6,213.043
2022-03-11 08:15:00,14.249,760.0,78.0,9.6,1323.68
2022-03-11 08:30:00,14.249,760.0,78.0,9.6,562.045
2022-03-11 08:45:00,14.249,760.0,78.0,9.6,808.603
2022-03-11 09:00:00,14.249,760.0,78.0,9.6,632.37
2022-03-11 09:15:00,14.249,760.0,78.0,9.6,1039.93
2022-03-11 09:30:00,14.249,760.0,78.0,9.6,671.65
2022-03-11 09:45:00,14.249,760.0,78.0,9.6,724.645
2022-03-11 10:00:00,14.249,760.0,78.0,9.6,1055.92
2022-03-11 10:15:00,14.249,760.0,78.0,9.6,984.243
2022-03-11 10:30:00,14.249,760.0,78.0,9.6,1176.33
2022-03-11 10:45:00,14.249,760.0,78.0,9.6,1310.97
2022-03-11 11:00:00,14.249,760.0,78.0,9.6,1415.19
2022-03-11 11:15:00,14.249,760.0,78.0,9.6,1287.12
2022-03-11 11:30:00,14.249,760.0,78.0,9.6,534.191
2022-03-11 11:45:00,14.249,760.0,78.0,9.6,1206.78
2022-03-11 12:00:00,14.249,760.0,78.0,9.6,553.097
2022-03-11 12:15:00,14.249,760.0,78.0,9.6,688.28
2022-03-11 12:30:00,14.249,760.0,78.0,9.6,751.489
2022-03-11 12:45:00,14.249,760.0,78.0,9.6,820.725
2022-03-11 13:00:00,14.249,760.0,78.0,9.6,734.997
2022-03-11 13:15:00,14.249,760.0,78.0,9.6,991.11
2022-03-11 13:30:00,14.249,760.0,78.0,9.6,694.575
2022-03-11 13:45:00,14.249,760.0,78.0,9.6,984.298
2022-03-11 14:00:00,14.249,760.0,78.0,9.6,562.582
2022-03-11 14:15:00,14.249,760.0,78.0,9.6,649.485
2022-03-11 14:30:00,14.249,760.0,78.0,9.6,657.237
2022-03-11 14:45:00,14.249,760.0,78.0,9.6,446.97
2022-03-11 15:00:00,14.249,760.0,78.0,9.6,501.836
2022-03-11 15:15:00,14.249,760.0,78.0,9.6,1383.0
2022-03-11 15:30:00,14.249,760.0,78.0,9.6,1117.26
2022-03-11 15:45:00,14.249,760.0,78.0,9.6,249.482
2022-03-11 16:00:00,14.249,760.0,78.0,9.6,711.424
2022-03-11 16:15:00,14.249,760.0,78.0,9.6,696.91
2022-03-11 16:30:00,14.249,760.0,78.0,9.6,730.831
2022-03-11 16:45:00,14.249,760.0,78.0,9.6,477.598
2022-03-11 17:00:00,14.249,760.0,78.0,9.6,546.743
2022-03-11 17:15:00,14.249,760.0,78.0,9.6,496.901
2022-03-11 17:30:00,14.249,760.0,78.0,9.6,546.874
2022-03-11 17:45:00,14.249,760.0,78.0,9.6,861.72
2022-03-11 18:00:00,14.249,760.0,78.0,9.6,760.525
2022-03-11 18:15:00,14.249,760.0,78.0,9.6,405.359
2022-03-11 18:30:00,14.249,760.0,78.0,9.6,77.6135
2022-03-11 18:45:00,14.249,760.0,78.0,9.6,763.018
2022-03-11 19:00:00,14.249,760.0,78.0,9.6,376.461
2022-03-11 19:15:00,14.249,760.0,78.0,9.6,775.961
2022-03-11 19:30:00,14.249,760.0,78.0,9.6,913.671
2022-03-11 19:45:00,14.249,760.0,78.0,9.6,296.297
2022-03-11 20:00:00,14.249,760.0,78.0,9.6,601.858
2022-03-11 20:15:00,14.249,760.0,78.0,9.6,1054.59
2022-03-11 20:30:00,14.249,760.0,78.0,9.6,463.511
2022-03-11 20:45:00,14.249,760.0,78.0,9.6,763.049
2022-03-11 21:00:00,14.249,760.0,78.0,9.6,1298.88
2022-03-11 21:15:00,14.249,760.0,78.0,9.6,1471.16
2022-03-11 21:30:00,14.249,760.0,78.0,9.6,1332.16
2022-03-11 21:45:00,14.249,760.0,78.0,9.6,707.06
2022-03-11 22:00:00,14.249,760.0,78.0,9.6,938.445
2022-03-11 22:15:00,14.249,760.0,78.0,9.6,329.912
2022-03-11 22:30:00,14.249,760.0,78.0,9.6,92.018
2022-03-11 22:45:00,14.249,760.0,78.0,9.6,277.18
2022-03-11 23:00:00,14.249,760.0,78.0,9.6,319.976
2022-03-11 23:15:00,14.249,760.0,78.0,9.6,770.236
2022-03-11 23:30:00,14.249,760.0,78.0,9.6,561.004
2022-03-11 23:45:00,14.249,760.0,78.0,9.6,909.56
2022-03-12 00:00:00,14.255,760.0,78.0,9.6,684.932
2022-03-12 00:15:00,14.255,760.0,78.0,9.6,1361.67
2022-03-12 00:30:00,14.255,760.0,78.0,9.6,711.736
2022-03-12 00:45:00,14.255,760.0,78.0,9.6,427.604
2022-03-12 01:00:00,14.255,760.0,78.0,9.6,714.748
2022-03-12 01:15:00,14.255,760.0,78.0,9.6,27.8599
2022-03-12 01:30:00,14.255,760.0,78.0,9.6,88.3192
2022-03-12 01:45:00,14.255,760.0,78.0,9.6,648.63
2022-03-12 02:00:00,14.255,760.0,78.0,9.6,261.112
2022-03-12 02:15:00,14.255,760.0,78.0,9.6,441.886
2022-03-12 02:30:00,14.255,760.0,78.0,9.6,46.5644
2022-03-12 02:45:00,14.255,760.0,78.0,9.6,128.307
2022-03-12 03:00:00,14.255,760.0,78.0,9.6,325.06
2022-03-12 03:15:00,14.255,760.0,78.0,9.6,103.249
2022-03-12 03:30:00,14.255,760.0,78.0,9.6,304.021
2022-03-12 03:45:00,14.255,760.0,78.0,9.6,366.549
2022-03-12 04:00:00,14.255,760.0,78.0,9.6,131.637
2022-03-12 04:15:00,14.255,760.0,78.0,9.6,221.268
2022-03-12 04:30:00,14.255,760.0,78.0,9.6,388.043
2022-03-12 04:45:00,14.255,760.0,78.0,9.6,190.481
2022-03-12 05:00:00,14.255,760.0,78.0,9.6,393.075
2022-03-12 05:15:00,14.255,760.0,78.0,9.6,19.1287
2022-03-12 05:30:00,14.255,760.0,78.0,9.6,49.305
2022-03-12 05:45:00,14.255,760.0,78.0,9.6,128.554
2022-03-12 06:00:00,14.255,760.0,78.0,9.6,175.662
2022-03-12 06:15:00,14.255,760.0,78.0,9.6,22.4613
2022-03-12 06:30:00,14.255,760.0,78.0,9.6,80.7752
2022-03-12 06:45:00,14.255,760.0,78.0,9.6,252.665
2022-03-12 07:00:00,14.255,760.0,78.0,9.6,139.812
2022-03-12 07:15:00,14.255,760.0,78.0,9.6,171.966
2022-03-12 07:30:00,14.255,760.0,78.0,9.6,610.556
2022-03-12 07:45:00,14.255,760.0,78.0,9.6,106.386
2022-03-12 08:00:00,14.255,760.0,78.0,9.6,841.318
2022-03-12 08:15:00,14.255,760.0,78.0,9.6,565.249
2022-03-12 08:30:00,14.255,760.0,78.0,9.6,288.853
2022-03-12 08:45:00,14.255,760.0,78.0,9.6,147.341
2022-03-12 09:00:00,14.255,760.0,78.0,9.6,724.526
2022-03-12 09:15:00,14.255,760.0,78.0,9.6,602.35
2022-03-12 09:30:00,14.255,760.0,78.0,9.6,637.443
2022-03-12 09:45:00,14.255,760.0,78.0,9.6,1120.92
2022-03-12 10:00:00,14.255,760.0,78.0,9.6,788.214
2022-03-12 10:15:00,14.255,760.0,78.0,9.6,661.726
2022-03-12 10:30:00,14.255,760.0,78.0,9.6,736.458
2022-03-12 10:45:00,14.255,760.0,78.0,9.6,1266.47
2022-03-12 11:00:00,14.255,760.0,78.0,9.6,953.539
2022-03-12 11:15:00,14.255,760.0,78.0,9.6,571.759
2022-03-12 11:30:00,14.255,760.0,78.0,9.6,1097.86
2022-03-12 11:45:00,14.255,760.0,78.0,9.6,399.939
2022-03-12 12:00:00,14.255,760.0,78.0,9.6,1232.87
2022-03-12 12:15:00,14.255,760.0,78.0,9.6,1120.97
2022-03-12 12:30:00,14.255,760.0,78.0,9.6,1437.76
2022-03-12 12:45:00,14.255,760.0,78.0,9.6,671.192
2022-03-12 13:00:00,14.255,760.0,78.0,9.6,958.819
2022-03-12 13:15:00,14.255,760.0,78.0,9.6,923.302
2022-03-12 13:30:00,14.255,760.0,78.0,9.6,749.181
2022-03-12 13:45:00,14.255,760.0,78.0,9.6,530.05
2022-03-12 14:00:00,14.255,760.0,78.0,9.6,600.183
2022-03-12 14:15:00,14.255,760.0,78.0,9.6,700.667
2022-03-12 14:30:00,14.255,760.0,78.0,9.6,835.718
2022-03-12 14:45:00,14.255,760.0,78.0,9.6,717.989
2022-03-12 15:00:00,14.255,760.0,78.0,9.6,417.807
2022-03-12 15:15:00,14.255,760.0,78.0,9.6,356.851
2022-03-12 15:30:00,14.255,760.0,78.0,9.6,888.612
2022-03-12 15:45:00,14.255,760.0,78.0,9.6,99.4766
2022-03-12 16:00:00,14.255,760.0,78.0,9.6,74.9187
2022-03-12 16:15:00,14.255,760.0,78.0,9.6,676.628
2022-03-12 16:30:00,14.255,760.0,78.0,9.6,886.482
2022-03-12 16:45:00,14.255,760.0,78.0,9.6,865.336
2022-03-12 17:00:00,14.255,760.0,78.0,9.6,482.972
2022-03-12 17:15:00,14.255,760.0,78.0,9.6,308.986
2022-03-12 17:30:00,14.255,760.0,78.0,9.6,733.608
2022-03-12 17:45:00,14.255,760.0,78.0,9.6,505.632
2022-03-12 18:00:00,14.255,760.0,78.0,9.6,952.254
2022-03-12 18:15:00,14.255,760.0,78.0,9.6,1073.09
2022-03-12 18:30:00,14.255,760.0,78.0,9.6,291.399
2022-03-12 18:45:00,14.255,760.0,78.0,9.6,149.334
2022-03-12 19:00:00,14.255,760.0,78.0,9.6,562.939
2022-03-12 19:15:00,14.255,760.0,78.0,9.6,924.266
2022-03-12 19:30:00,14.255,760.0,78.0,9.6,812.879
2022-03-12 19:45:00,14.255,760.0,78.0,9.6,692.14
2022-03-12 20:00:00,14.255,760.0,78.0,9.6,741.573
2022-03-12 20:15:00,14.255,760.0,78.0,9.6,1348.21
2022-03-12 20:30:00,14.255,760.0,78.0,9.6,392.657
2022-03-12 20:45:00,14.255,760.0,78.0,9.6,810.126
2022-03-12 21:00:00,14.255,760.0,78.0,9.6,346.975
2022-03-12 21:15:00,14.255,760.0,78.0,9.6,667.43
2022-03-12 21:30:00,14.255,760.0,78.0,9.6,753.075
2022-03-12 21:45:00,14.255,760.0,78.0,9.6,231.354
2022-03-12 22:00:00,14.255,760.0,78.0,9.6,696.98
2022-03-12 22:15:00,14.255,760.0,78.0,9.6,464.408
2022-03-12 22:30:00,14.255,760.0,78.0,9.6,227.628
2022-03-12 22:45:00,14.255,760.0,78.0,9.6,455.47
2022-03-12 23:00:00,14.255,760.0,78.0,9.6,545.498
2022-03-12 23:15:00,14.255,760.0,78.0,9.6,721.41
2022-03-12 23:30:00,14.255,760.0,78.0,9.6,766.824
2022-03-12 23:45:00,14.255,760.0,78.0,9.6,694.118
2022-03-13 00:00:00,14.418,760.0,78.0,9.6,431.806
2022-03-13 00:15:00,14.418,760.0,78.0,9.6,605.002
2022-03-13 00:30:00,14.418,760.0,78.0,9.6,910.79
2022-03-13 00:45:00,14.418,760.0,78.0,9.6,564.266
2022-03-13 01:00:00,14.418,760.0,78.0,9.6,462.104
2022-03-13 01:15:00,14.418,760.0,78.0,9.6,130.166
2022-03-13 01:30:00,14.418,760.0,78.0,9.6,977.523
2022-03-13 01:45:00,14.418,760.0,78.0,9.6,630.365
2022-03-13 02:00:00,14.418,760.0,78.0,9.6,764.77
2022-03-13 02:15:00,14.418,760.0,78.0,9.6,1115.67
2022-03-13 02:30:00,14.418,760.0,78.0,9.6,546.313
2022-03-13 02:45:00,14.418,760.0,78.0,9.6,44.0497
2022-03-13 03:00:00,14.418,760.0,78.0,9.6,708.556
2022-03-13 03:15:00,14.418,760.0,78.0,9.6,317.101
2022-03-13 03:30:00,14.418,760.0,78.0,9.6,212.164
2022-03-13 03:45:00,14.418,760.0,78.0,9.6,2.57572
2022-03-13 04:00:00,14.418,760.0,78.0,9.6,87.8889
2022-03-13 04:15:00,14.418,760.0,78.0,9.6,549.709
2022-03-13 04:30:00,14.418,760.0,78.0,9.6,649.406
2022-03-13 04:45:00,14.418,760.0,78.0,9.6,427.118
2022-03-13 05:00:00,14.418,760.0,78.0,9.6,254.582
2022-03-13 05:15:00,14.418,760.0,78.0,9.6,234.778
2022-03-13 05:30:00,14.418,760.0,78.0,9.6,324.727
2022-03-13 05:45:00,14.418,760.0,78.0,9.6,20.0443
2022-03-13 06:00:00,14.418,760.0,78.0,9.6,305.071
2022-03-13 06:15:00,14.418,760.0,78.0,9.6,2.57572
2022-03-13 06:30:00,14.418,760.0,78.0,9.6,144.042
2022-03-13 06:45:00,14.418,760.0,78.0,9.6,22.1073
2022-03-13 07:00:00,14.418,760.0,78.0,9.6,313.027
2022-03-13 07:15:00,14.418,760.0,78.0,9.6,192.898
2022-03-13 07:30:00,14.418,760.0,78.0,9.6,503.804
2022-03-13 07:45:00,14.418,760.0,78.0,9.6,484.431
2022-03-13 08:00:00,14.418,760.0,78.0,9.6,163.253
2022-03-13 08:15:00,14.418,760.0,78.0,9.6,305.62
2022-03-13 08:30:00,14.418,760.0,78.0,9.6,923.494
2022-03-13 08:45:00,14.418,760.0,78.0,9.6,2.9572
2022-03-13 09:00:00,14.418,760.0,78.0,9.6,555.212
2022-03-13 09:15:00,14.418,760.0,78.0,9.6,85.9541
2022-03-13 09:30:00,14.418,760.0,78.0,9.6,759.188
2022-03-13 09:45:00,14.418,760.0,78.0,9.6,804.59
2022-03-13 10:00:00,14.418,760.0,78.0,9.6,937.145
2022-03-13 10:15:00,14.418,760.0,78.0,9.6,1474.68
2022-03-13 10:30:00,14.418,760.0,78.0,9.6,1033.51
2022-03-13 10:45:00,14.418,760.0,78.0,9.6,1118.74
2022-03-13 11:00:00,14.418,760.0,78.0,9.6,912.984
2022-03-13 11:15:00,14.418,760.0,78.0,9.6,478.26
2022-03-13 11:30:00,14.418,760.0,78.0,9.6,568.972
2022-03-13 11:45:00,14.418,760.0,78.0,9.6,1030.15
2022-03-13 12:00:00,14.418,760.0,78.0,9.6,793.399
2022-03-13 12:15:00,14.418,760.0,78.0,9.6,746.026
2022-03-13 12:30:00,14.418,760.0,78.0,9.6,1290.45
2022-03-13 12:45:00,14.418,760.0,78.0,9.6,1110.03
2022-03-13 13:00:00,14.418,760.0,78.0,9.6,1440.61
2022-03-13 13:15:00,14.418,760.0,78.0,9.6,1165.05
2022-03-13 13:30:00,14.418,760.0,78.0,9.6,806.265
2022-03-13 13:45:00,14.418,760.0,78.0,9.6,892.97
2022-03-13 14:00:00,14.418,760.0,78.0,9.6,1620.84
2022-03-13 14:15:00,14.418,760.0,78.0,9.6,681.41
2022-03-13 14:30:00,14.418,760.0,78.0,9.6,855.601
2022-03-13 14:45:00,14.418,760.0,78.0,9.6,278.325
2022-03-13 15:00:00,14.418,760.0,78.0,9.6,538.674
2022-03-13 15:15:00,14.418,760.0,78.0,9.6,474.873
2022-03-13 15:30:00,14.418,760.0,78.0,9.6,616.416
2022-03-13 15:45:00,14.418,760.0,78.0,9.6,851.896
2022-03-13 16:00:00,14.418,760.0,78.0,9.6,646.705
2022-03-13 16:15:00,14.418,760.0,78.0,9.6,1297.75
2022-03-13 16:30:00,14.418,760.0,78.0,9.6,781.704
2022-03-13 16:45:00,14.418,760.0,78.0,9.6,793.344
2022-03-13 17:00:00,14.418,760.0,78.0,9.6,577.298
2022-03-13 17:15:00,14.418,760.0,78.0,9.6,1022.07
2022-03-13 17:30:00,14.418,760.0,78.0,9.6,1330.15
2022-03-13 17:45:00,14.418,760.0,78.0,9.6,700.328
2022-03-13 18:00:00,14.418,760.0,78.0,9.6,826.926
2022-03-13 18:15:00,14.418,760.0,78.0,9.6,1679.2
2022-03-13 18:30:00,14.418,760.0,78.0,9.6,1360.28
2022-03-13 18:45:00,14.418,760.0,78.0,9.6,1109.18
2022-03-13 19:00:00,14.418,760.0,78.0,9.6,1075.59
2022-03-13 19:15:00,14.418,760.0,78.0,9.6,242.109
2022-03-13 19:30:00,14.418,760.0,78.0,9.6,461.588
2022-03-13 19:45:00,14.418,760.0,78.0,9.6,301.173
2022-03-13 20:00:00,14.418,760.0,78.0,9.6,732.125
2022-03-13 20:15:00,14.418,760.0,78.0,9.6,1223.01
2022-03-13 20:30:00,14.418,760.0,78.0,9.6,1193.12
2022-03-13 20:45:00,14.418,760.0,78.0,9.6,725.243
2022-03-13 21:00:00,14.418,760.0,78.0,9.6,885.304
2022-03-13 21:15:00,14.418,760.0,78.0,9.6,250.126
2022-03-13 21:30:00,14.418,760.0,78.0,9.6,254.231
2022-03-13 21:45:00,14.418,760.0,78.0,9.6,1000.42
