Sumo__Time	Sumo__Plant__Influent1__param__T	Sumo__Plant__Influent1__param__TCOD	Sumo__Plant__Influent1__param__TKN	Sumo__Plant__Influent1__param__TP	Sumo__Plant__Influent1__param__Q	Sumo__Plant__CSTR4__param__DOSP	Sumo__Plant__CSTR5__param__DOSP
0	13.555	730.0	76.0	8.4	17752.121	1.5	1.5
