Sumo__Plant__EnergyCenter__Hel_aeration,Sumo__Plant__CFP__CFPoffgas_GN2O_mainstream,Sumo__Plant__Effluent1__TN,Sumo__Plant__Effluent1__TP,Sumo__Plant__Effluent1__TCOD,Sumo__Plant__CSTR3__SN2O,Sumo__Plant__CSTR5__SN2O,Sumo__Plant__CSTR4__SO2,Sumo__Plant__CSTR5__SO2
19.48814616385726,31.56955941635985,7.096188495449118,0.5815089608386758,17.74138698249082,0.00771164915513244,0.00930164231793271,0.503351299037168,0.0612203430352793
