Sumo__Plant__EnergyCenter__Pel_aeration,Sumo__Plant__CFP__dEmoffgas_GN2O_mainstream_dt,Sumo__Plant__Effluent1__TN,Sumo__Plant__Effluent1__TP,Sumo__Plant__Effluent1__TCOD,Sumo__Plant__CSTR3__SN2O,Sumo__Plant__CSTR5__SN2O,Sumo__Plant__CSTR4__SO2,Sumo__Plant__CSTR5__SO2
150.5894081921134,9.676852300743402,8.788373018763973,0.6366837638208133,57.86717370197096,0.00164077116131638,0.0458904350532749,1.49997982214851,1.4999105076983
